"CITY & COUNTY RATES & CODES FOR SALES AND USE TAX"
"OKLAHOMA TAX COMMISSION"
"Tax Type","COPO Number","City/County","Current Rate","Effective Date","Expiration Date","Previous Rate","Effective Date","Expiration Date","Previous Rate","Effective Date","Expiration Date"
"STS","0704","ALBANY","000.0000000%","00/00/00","00/00/00","000.0000000%","00/00/00","00/00/00","000.0000000%","00/00/00","00/00/00"
"STS","0706","BENNINGTON","004.0000000%","06/01/94","00/00/00","003.0000000%","07/01/80","05/31/94","001.0000000%","08/01/71","06/30/80"
"STS","0707","BLUE","000.0000000%","00/00/00","00/00/00","000.0000000%","00/00/00","00/00/00","000.0000000%","00/00/00","00/00/00"
"STS","0708","BOKCHITO","003.0000000%","09/01/81","00/00/00","002.0000000%","02/01/77","08/31/81","000.0000000%","00/00/00","01/31/77"
"STS","0709","CADDO","003.0000000%","04/01/80","00/00/00","002.0000000%","02/01/79","03/31/80","000.0000000%","00/00/00","01/31/79"
"STS","0713","CALERA","004.0000000%","04/01/08","00/00/00","003.5000000%","04/01/05","03/31/08","003.0000000%","11/01/79","03/31/05"
"STS","0714","CARTWRIGHT","000.0000000%","00/00/00","00/00/00","000.0000000%","00/00/00","00/00/00","000.0000000%","00/00/00","00/00/00"
"STS","0715","COLBERT","003.0000000%","04/01/84","00/00/00","002.0000000%","11/01/78","03/31/84","001.0000000%","07/01/69","10/31/78"
"STS","0721","DURANT","004.3750000%","07/01/08","00/00/00","003.7500000%","10/01/04","06/30/08","003.2500000%","01/01/04","09/30/04"
"STS","0724","HENDRIX","000.0000000%","00/00/00","00/00/00","000.0000000%","00/00/00","00/00/00","000.0000000%","00/00/00","00/00/00"
"STS","0726","KEMP","000.0000000%","00/00/00","00/00/00","000.0000000%","00/00/00","00/00/00","000.0000000%","00/00/00","00/00/00"
"STS","0727","KENEFIC","003.0000000%","10/01/89","00/00/00","000.0000000%","00/00/00","09/30/89","000.0000000%","00/00/00","00/00/00"
"STS","0728","MEAD","002.0000000%","10/01/79","00/00/00","000.0000000%","00/00/00","09/30/79","000.0000000%","00/00/00","00/00/00"
"STS","0733","PLATTER","000.0000000%","00/00/00","00/00/00","000.0000000%","00/00/00","00/00/00","000.0000000%","00/00/00","00/00/00"
"STS","0734","SILO","000.0000000%","00/00/00","00/00/00","000.0000000%","00/00/00","00/00/00","000.0000000%","00/00/00","00/00/00"
"STS","0735","UTICA","000.0000000%","00/00/00","00/00/00","000.0000000%","00/00/00","00/00/00","000.0000000%","00/00/00","00/00/00"
"STS","0736","WADE","000.0000000%","00/00/00","00/00/00","000.0000000%","00/00/00","00/00/00","000.0000000%","00/00/00","00/00/00"
"STS","0738","YUBA","000.0000000%","00/00/00","00/00/00","000.0000000%","00/00/00","00/00/00","000.0000000%","00/00/00","00/00/00"
"STS","0788","BRYAN COUNTY","000.5000000%","10/01/12","00/00/00","000.2500000%","04/01/01","09/30/12","000.0000000%","00/00/00","03/31/01"
"STS","0803","ALBERT","000.0000000%","00/00/00","00/00/00","000.0000000%","00/00/00","00/00/00","000.0000000%","00/00/00","00/00/00"
"STS","0804","ALFALFA","000.0000000%","00/00/00","00/00/00","000.0000000%","00/00/00","00/00/00","000.0000000%","00/00/00","00/00/00"
"STS","0811","ANADARKO","003.5000000%","03/01/95","00/00/00","003.0000000%","07/01/88","02/28/95","002.0000000%","03/01/88","06/30/88"
"STS","0813","APACHE","003.5000000%","04/01/87","00/00/00","003.0000000%","04/01/84","03/31/87","002.0000000%","08/01/83","03/31/84"
"STS","0814","BINGER","004.0000000%","07/01/13","00/00/00","003.0000000%","01/01/85","06/30/13","002.0000000%","11/01/76","12/31/84"
"STS","0815","BRIDGEPORT","000.0000000%","00/00/00","00/00/00","000.0000000%","00/00/00","00/00/00","000.0000000%","00/00/00","00/00/00"
"STS","0816","CARNEGIE","004.0000000%","10/01/01","00/00/00","003.0000000%","07/01/87","09/30/01","002.0000000%","11/01/79","06/30/87"
"STS","0817","CEMENT","003.5000000%","09/01/93","00/00/00","003.0000000%","08/01/85","08/31/93","002.0000000%","04/01/76","07/31/85"
"STS","0819","CYRIL","003.0000000%","06/01/89","00/00/00","002.0000000%","07/01/75","05/31/89","000.0000000%","00/00/00","06/30/75"
"STS","0823","EAKLY","003.0000000%","03/01/88","00/00/00","002.0000000%","09/01/76","02/29/88","001.0000000%","05/01/71","08/31/76"
"STS","0824","FORT COBB","004.0000000%","07/01/99","00/00/00","003.0000000%","11/01/90","06/30/99","002.0000000%","04/01/81","10/31/90"
"STS","0825","GRACEMONT","004.0000000%","01/01/88","00/00/00","002.0000000%","04/01/76","12/31/87","001.0000000%","12/01/71","03/31/76"
"STS","0826","HINTON","003.0000000%","08/01/88","00/00/00","002.0000000%","10/01/76","07/31/88","001.0000000%","05/01/68","09/30/76"
"STS","0827","HYDRO - CADDO COUNTY","004.0000000%","10/01/11","00/00/00","003.0000000%","08/01/89","09/30/11","002.0000000%","07/01/76","07/31/89"
"STS","0828","LOOKEBA","000.0000000%","00/00/00","00/00/00","000.0000000%","00/00/00","00/00/00","000.0000000%","00/00/00","00/00/00"
"STS","0834","WASHITA","000.0000000%","00/00/00","00/00/00","000.0000000%","00/00/00","00/00/00","000.0000000%","00/00/00","00/00/00"
"STS","0888","CADDO COUNTY","001.5000000%","01/01/10","00/00/00","000.7500000%","07/01/07","12/31/09","000.5000000%","01/01/94","06/30/07"
"STS","0904","CALUMET","004.0000000%","07/01/01","00/00/00","003.0000000%","09/01/86","06/30/01","002.0000000%","10/01/79","08/31/86"
"STS","0905","CONCHO","000.0000000%","00/00/00","00/00/00","000.0000000%","00/00/00","00/00/00","000.0000000%","00/00/00","00/00/00"
"STS","0911","EL RENO","004.0000000%","05/01/08","00/00/00","003.7500000%","07/01/02","04/30/08","003.5000000%","01/01/02","06/30/02"
"STS","0915","FIREWORKS CITY","000.0000000%","00/00/00","00/00/00","000.0000000%","00/00/00","00/00/00","000.0000000%","00/00/00","00/00/00"
"STS","0921","OKLAHOMA CITY - CANADIAN COUNT","003.8750000%","04/01/03","00/00/00","003.3750000%","03/01/03","03/31/03","003.8750000%","01/01/02","02/28/03"
"STS","0930","GEARY - CANADIAN COUNTY","003.0000000%","11/01/79","00/00/00","000.0000000%","00/00/00","10/31/79","000.0000000%","00/00/00","00/00/00"
"STS","0933","MUSTANG","004.0000000%","10/01/96","00/00/00","003.0000000%","02/01/82","09/30/96","002.0000000%","05/01/74","01/31/82"
"STS","0950","OKARCHE - CANADIAN COUNTY","004.5000000%","10/01/08","00/00/00","003.0000000%","01/01/89","09/30/08","002.0000000%","11/01/81","12/31/88"
"STS","0953","PIEDMONT","005.0000000%","04/01/10","00/00/00","004.0000000%","07/01/92","03/31/10","002.0000000%","11/01/78","06/30/92"
"STS","0954","UNION CITY","004.0000000%","07/01/07","00/00/00","003.0000000%","09/01/84","06/30/07","002.0000000%","08/01/80","08/31/84"
"STS","0955","YUKON","004.0000000%","04/01/07","00/00/00","003.7500000%","07/01/04","03/31/07","002.7500000%","06/01/96","06/30/04"
"STS","0988","CANADIAN COUNTY","000.3500000%","11/01/96","00/00/00","000.0000000%","00/00/00","10/31/96","000.0000000%","00/00/00","00/00/00"
"STS","1001","ARDMORE","003.7500000%","01/01/07","00/00/00","003.2500000%","10/01/02","12/31/06","002.7500000%","08/01/93","09/30/02"
"STS","1003","GENE AUTRY","003.0000000%","06/01/95","00/00/00","000.0000000%","00/00/00","05/31/95","000.0000000%","00/00/00","00/00/00"
"STS","1006","CLEMSCOT","000.0000000%","00/00/00","00/00/00","000.0000000%","00/00/00","00/00/00","000.0000000%","00/00/00","00/00/00"
"STS","1008","DICKSON","004.0000000%","07/01/07","00/00/00","003.5000000%","07/01/05","06/30/07","003.0000000%","07/01/83","06/30/05"
"STS","1009","FOX","000.0000000%","00/00/00","00/00/00","000.0000000%","00/00/00","00/00/00","000.0000000%","00/00/00","00/00/00"
"STS","1013","GRAHAM","000.0000000%","00/00/00","00/00/00","000.0000000%","00/00/00","00/00/00","000.0000000%","00/00/00","00/00/00"
"STS","1014","HEALDTON","004.0000000%","04/01/13","00/00/00","003.5000000%","09/01/12","03/31/13","003.7500000%","01/01/12","08/31/12"
"STS","1015","LONE GROVE","004.0000000%","07/01/99","00/00/00","003.0000000%","11/01/81","06/30/99","002.0000000%","12/01/76","10/31/81"
"STS","1016","MCMAN","000.0000000%","00/00/00","00/00/00","000.0000000%","00/00/00","00/00/00","000.0000000%","00/00/00","00/00/00"
"STS","1017","MILO","000.0000000%","00/00/00","00/00/00","000.0000000%","00/00/00","00/00/00","000.0000000%","00/00/00","00/00/00"
"STS","1019","POOLEVILLE","000.0000000%","00/00/00","00/00/00","000.0000000%","00/00/00","00/00/00","000.0000000%","00/00/00","00/00/00"
"STS","1023","RATLIFF CITY","003.5000000%","10/01/03","00/00/00","003.0000000%","09/01/95","09/30/03","002.0000000%","06/01/95","08/31/95"
"STS","1024","SPRINGER","002.0000000%","02/01/82","00/00/00","001.0000000%","10/01/74","01/31/82","000.0000000%","00/00/00","09/30/74"
"STS","1025","TATUMS","005.0000000%","01/01/08","00/00/00","002.0000000%","08/01/79","12/31/07","001.0000000%","08/01/76","07/31/79"
"STS","1026","TUSSY","000.0000000%","00/00/00","00/00/00","000.0000000%","00/00/00","00/00/00","000.0000000%","00/00/00","00/00/00"
"STS","1027","WILSON","003.2500000%","07/01/00","00/00/00","003.0000000%","12/01/83","06/30/00","002.0000000%","08/01/74","11/30/83"
"STS","1028","WIRT","000.0000000%","00/00/00","00/00/00","000.0000000%","00/00/00","00/00/00","000.0000000%","00/00/00","00/00/00"
"STS","1029","WOODFORD","000.0000000%","00/00/00","00/00/00","000.0000000%","00/00/00","00/00/00","000.0000000%","00/00/00","00/00/00"
"STS","1088","CARTER COUNTY","000.7500000%","04/01/13","00/00/00","000.2500000%","01/01/12","03/31/13","000.5000000%","01/01/07","12/31/11"
"STS","1103","BARBER","000.0000000%","00/00/00","00/00/00","000.0000000%","00/00/00","00/00/00","000.0000000%","00/00/00","00/00/00"
"STS","1104","COOKSON","000.0000000%","00/00/00","00/00/00","000.0000000%","00/00/00","00/00/00","000.0000000%","00/00/00","00/00/00"
"STS","1107","FORT GIBSON-CHEROKEE COUNTY","004.5000000%","07/01/07","00/00/00","003.2500000%","10/01/05","06/30/07","000.0000000%","00/00/00","09/30/05"
"STS","1108","HULBERT","003.0000000%","12/01/81","00/00/00","002.0000000%","10/01/76","11/30/81","000.0000000%","00/00/00","09/30/76"
"STS","1113","MOODYS","000.0000000%","00/00/00","00/00/00","000.0000000%","00/00/00","00/00/00","000.0000000%","00/00/00","00/00/00"
"STS","1114","PARK HILL","000.0000000%","00/00/00","00/00/00","000.0000000%","00/00/00","00/00/00","000.0000000%","00/00/00","00/00/00"
"STS","1115","PEGGS","000.0000000%","00/00/00","00/00/00","000.0000000%","00/00/00","00/00/00","000.0000000%","00/00/00","00/00/00"
"STS","1118","OAKS - CHEROKEE COUNTY","003.0000000%","03/01/96","00/00/00","002.0000000%","07/01/83","02/29/96","000.0000000%","00/00/00","06/30/83"
"STS","1119","TAHLEQUAH","003.2500000%","04/01/13","00/00/00","002.5000000%","10/01/09","03/31/13","002.0000000%","06/01/09","09/30/09"
"STS","1124","WELLING","000.0000000%","00/00/00","00/00/00","000.0000000%","00/00/00","00/00/00","000.0000000%","00/00/00","00/00/00"
"STS","1188","CHEROKEE COUNTY","001.7500000%","07/01/12","00/00/00","002.0000000%","07/01/04","06/30/12","001.2500000%","12/01/98","06/30/04"
"STS","1203","BOSWELL","003.0000000%","06/01/90","00/00/00","002.0000000%","07/01/78","05/31/90","001.0000000%","06/01/70","06/30/78"
"STS","1205","FORT TOWSON","003.5000000%","04/01/11","00/00/00","002.0000000%","01/01/79","03/31/11","001.0000000%","04/01/69","12/31/78"
"STS","1207","GRANT","000.0000000%","00/00/00","00/00/00","000.0000000%","00/00/00","00/00/00","000.0000000%","00/00/00","00/00/00"
"STS","1211","HUGO","003.5000000%","07/01/03","00/00/00","003.0000000%","10/01/78","06/30/03","002.0000000%","07/01/71","09/30/78"
"STS","1216","SAWYER","001.0000000%","10/01/08","00/00/00","001.0000000%","06/01/97","09/30/08","000.0000000%","00/00/00","05/31/97"
"STS","1217","SOPER","002.0000000%","06/01/75","00/00/00","000.0000000%","00/00/00","05/31/75","000.0000000%","00/00/00","00/00/00"
"STS","1219","SPENCERVILLE","000.0000000%","00/00/00","00/00/00","000.0000000%","00/00/00","00/00/00","000.0000000%","00/00/00","00/00/00"
"STS","1224","SWINK","000.0000000%","00/00/00","00/00/00","000.0000000%","00/00/00","00/00/00","000.0000000%","00/00/00","00/00/00"
"STS","1288","CHOCTAW COUNTY","002.0000000%","04/01/09","00/00/00","001.0000000%","06/01/05","03/31/09","001.2500000%","02/01/03","05/31/05"
"STS","1303","BOISE CITY","003.0000000%","08/01/83","00/00/00","001.0000000%","03/01/73","07/31/83","000.0000000%","00/00/00","02/28/73"
"STS","1304","FELT","000.0000000%","00/00/00","00/00/00","000.0000000%","00/00/00","00/00/00","000.0000000%","00/00/00","00/00/00"
"STS","1305","GRIGGS","000.0000000%","00/00/00","00/00/00","000.0000000%","00/00/00","00/00/00","000.0000000%","00/00/00","00/00/00"
"STS","1306","KENTON","000.0000000%","00/00/00","00/00/00","000.0000000%","00/00/00","00/00/00","000.0000000%","00/00/00","00/00/00"
"STS","1307","KEYES","002.0000000%","04/01/75","00/00/00","000.0000000%","00/00/00","03/31/75","000.0000000%","00/00/00","00/00/00"
"STS","1315","WHEELESS","000.0000000%","00/00/00","00/00/00","000.0000000%","00/00/00","00/00/00","000.0000000%","00/00/00","00/00/00"
"STS","1388","CIMARRON COUNTY","002.0000000%","07/01/02","00/00/00","001.0000000%","12/01/88","06/30/02","000.0000000%","00/00/00","11/30/88"
"STS","1401","TOWN OF ETOWAH","000.0000000%","00/00/00","00/00/00","000.0000000%","00/00/00","00/00/00","000.0000000%","00/00/00","00/00/00"
"STS","1402","HALL PARK","000.0000000%","10/01/03","00/00/00","003.0000000%","10/01/96","09/30/03","002.0000000%","06/01/85","09/30/96"
"STS","1403","LEXINGTON","003.5000000%","11/01/89","00/00/00","002.0000000%","09/01/80","10/31/89","001.0000000%","01/01/72","08/31/80"
"STS","1404","MOORE","003.7500000%","04/01/13","00/00/00","003.5000000%","04/01/07","03/31/13","003.0000000%","08/01/83","03/31/07"
"STS","1405","NOBLE","004.0000000%","08/01/90","00/00/00","003.0000000%","10/01/82","07/31/90","002.0000000%","08/01/77","09/30/82"
"STS","1406","SLAUGHTERVILLE","002.0000000%","11/01/88","00/00/00","000.0000000%","00/00/00","10/31/88","000.0000000%","00/00/00","00/00/00"
"STS","1407","PURCELL - CLEVELAND CO","004.0000000%","10/01/05","00/00/00","000.0000000%","00/00/00","09/30/05","000.0000000%","00/00/00","00/00/00"
"STS","1411","NORMAN","003.5000000%","10/01/08","00/00/00","003.0000000%","10/01/06","09/30/08","003.5000000%","10/01/01","09/30/06"
"STS","1421","OKLAHOMA CITY - CLEVELAND COUN","003.8750000%","04/01/03","00/00/00","003.3750000%","03/01/03","03/31/03","003.8750000%","01/01/02","02/28/03"
"STS","1488","CLEVELAND COUNTY","000.2500000%","04/01/09","00/00/00","000.0000000%","00/00/00","03/31/09","000.0000000%","00/00/00","00/00/00"
"STS","1520","BROMIDE","000.0000000%","00/00/00","00/00/00","000.0000000%","00/00/00","00/00/00","000.0000000%","00/00/00","00/00/00"
"STS","1524","CENTRAHOMA","000.0000000%","00/00/00","00/00/00","000.0000000%","00/00/00","00/00/00","000.0000000%","00/00/00","00/00/00"
"STS","1525","CLARITA","000.0000000%","00/00/00","00/00/00","000.0000000%","00/00/00","00/00/00","000.0000000%","00/00/00","00/00/00"
"STS","1526","COALGATE","003.0000000%","05/01/87","00/00/00","002.0000000%","02/01/77","04/30/87","000.0000000%","00/00/00","01/31/77"
"STS","1527","LEHIGH","002.0000000%","10/01/00","00/00/00","004.0000000%","10/01/98","09/30/00","002.0000000%","06/01/93","09/30/98"
"STS","1533","TUPELO","003.0000000%","11/01/82","00/00/00","000.0000000%","00/00/00","10/31/82","000.0000000%","00/00/00","00/00/00"
"STS","1588","COAL COUNTY","002.0000000%","04/01/13","00/00/00","001.0000000%","03/01/94","03/31/13","000.0000000%","00/00/00","02/28/94"
"STS","1603","CACHE","003.7500000%","07/01/13","00/00/00","003.0000000%","05/01/80","06/30/13","001.0000000%","01/01/70","04/30/80"
"STS","1605","CHATTANOOGA","003.0000000%","01/01/05","00/00/00","002.0000000%","07/01/78","12/31/04","000.0000000%","00/00/00","06/30/78"
"STS","1606","ELGIN","004.0000000%","07/01/13","00/00/00","003.0000000%","05/01/91","06/30/13","002.0000000%","11/01/76","04/30/91"
"STS","1607","FAXON","002.0000000%","01/01/11","00/00/00","000.0000000%","00/00/00","12/31/10","000.0000000%","00/00/00","00/00/00"
"STS","1608","FLETCHER","004.0000000%","01/01/02","00/00/00","003.0000000%","05/01/83","12/31/01","002.0000000%","08/01/78","04/30/83"
"STS","1609","GERONIMO","003.0000000%","07/01/88","00/00/00","002.0000000%","05/01/75","06/30/88","000.0000000%","00/00/00","04/30/75"
"STS","1613","INDIAHOMA","004.0000000%","07/01/99","00/00/00","002.0000000%","10/01/73","06/30/99","000.0000000%","00/00/00","09/30/73"
"STS","1621","LAWTON","004.1250000%","01/01/10","00/00/00","003.6250000%","01/01/08","12/31/09","003.2500000%","01/01/95","12/31/07"
"STS","1623","MEDICINE PARK","003.7500000%","10/01/07","00/00/00","003.5000000%","07/01/03","09/30/07","003.0000000%","12/01/84","06/30/03"
"STS","1624","MEERS","000.0000000%","00/00/00","00/00/00","000.0000000%","00/00/00","00/00/00","000.0000000%","00/00/00","00/00/00"
"STS","1625","STERLING","003.0000000%","01/01/92","00/00/00","002.0000000%","11/01/74","12/31/91","000.0000000%","00/00/00","10/31/74"
"STS","1688","COMANCHE COUNTY","000.2500000%","01/01/09","00/00/00","000.3750000%","06/01/07","12/31/08","000.5000000%","07/01/02","05/31/07"
"STS","1703","DEVOL","000.0000000%","00/00/00","00/00/00","000.0000000%","00/00/00","00/00/00","000.0000000%","00/00/00","00/00/00"
"STS","1704","RANDLETT","000.0000000%","00/00/00","00/00/00","000.0000000%","00/00/00","00/00/00","000.0000000%","00/00/00","00/00/00"
"STS","1705","TEMPLE","003.0000000%","04/01/81","00/00/00","002.0000000%","06/01/78","03/31/81","000.0000000%","00/00/00","05/31/78"
"STS","1706","WALTERS","003.0000000%","08/01/80","00/00/00","002.0000000%","11/01/76","07/31/80","000.0000000%","00/00/00","10/31/76"
"STS","1788","COTTON COUNTY","001.2500000%","07/01/93","00/00/00","001.0000000%","03/01/84","06/30/93","000.0000000%","00/00/00","02/29/84"
"STS","1804","BIG CABIN","002.5000000%","10/01/99","00/00/00","002.0000000%","08/01/82","09/30/99","001.0000000%","10/01/79","07/31/82"
"STS","1805","BLUEJACKET","002.0000000%","04/01/82","00/00/00","000.0000000%","00/00/00","03/31/82","000.0000000%","00/00/00","00/00/00"
"STS","1806","CENTRALIA","000.0000000%","00/00/00","00/00/00","000.0000000%","00/00/00","00/00/00","000.0000000%","00/00/00","00/00/00"
"STS","1809","KETCHUM","003.0000000%","09/01/89","00/00/00","002.0000000%","04/01/76","08/31/89","001.0000000%","07/01/73","03/31/76"
"STS","1814","VINITA","003.0000000%","06/01/90","00/00/00","002.0000000%","08/01/75","05/31/90","000.0000000%","00/00/00","07/31/75"
"STS","1815","WELCH","002.0000000%","06/01/81","00/00/00","001.0000000%","05/01/71","05/31/81","000.0000000%","00/00/00","04/30/71"
"STS","1823","LANGLEY - CRAIG CO.","003.0000000%","07/01/09","00/00/00","000.0000000%","00/00/00","06/30/09","000.0000000%","00/00/00","00/00/00"
"STS","1888","CRAIG COUNTY","002.0000000%","10/01/04","00/00/00","001.0000000%","05/01/04","09/30/04","002.0000000%","02/01/03","04/30/04"
"STS","1912","BRISTOW","005.0000000%","04/01/10","00/00/00","003.5000000%","07/01/95","03/31/10","003.0000000%","02/01/87","06/30/95"
"STS","1913","DEPEW","004.0000000%","05/01/90","00/00/00","002.0000000%","05/01/78","04/30/90","001.0000000%","06/01/71","04/30/78"
"STS","1914","DRUMRIGHT-CREEK COUNTY","004.5000000%","07/01/06","00/00/00","004.0000000%","12/01/94","06/30/06","003.0000000%","08/01/82","11/30/94"
"STS","1917","KELLYVILLE","003.5000000%","01/01/02","00/00/00","003.0000000%","01/01/92","12/31/01","002.0000000%","11/01/74","12/31/91"
"STS","1918","KIEFER","004.0000000%","04/01/97","00/00/00","003.0000000%","01/01/83","03/31/97","002.0000000%","05/01/79","12/31/82"
"STS","1919","MANNFORD - CREEK COUNTY","003.5000000%","03/01/88","00/00/00","002.0000000%","04/01/76","02/29/88","000.0000000%","00/00/00","03/31/76"
"STS","1920","STROUD - CREEK COUNTY","004.0000000%","07/01/13","00/00/00","003.0000000%","01/01/06","06/30/13","000.0000000%","00/00/00","12/31/05"
"STS","1923","MILFAY","000.0000000%","00/00/00","00/00/00","000.0000000%","00/00/00","00/00/00","000.0000000%","00/00/00","00/00/00"
"STS","1924","MOUNDS","004.0000000%","07/01/01","00/00/00","003.0000000%","01/01/01","06/30/01","004.0000000%","04/01/96","12/31/00"
"STS","1926","OILTON","005.0000000%","04/01/12","00/00/00","003.0000000%","08/01/11","03/31/12","004.0000000%","07/01/06","07/31/11"
"STS","1931","SAPULPA - CREEK COUNTY","004.0000000%","04/01/98","00/00/00","003.5000000%","04/01/94","03/31/98","003.0000000%","10/01/83","03/31/94"
"STS","1933","SHAMROCK","003.0000000%","04/01/98","00/00/00","000.0000000%","00/00/00","03/31/98","000.0000000%","00/00/00","00/00/00"
"STS","1934","SLICK","003.0000000%","11/01/88","00/00/00","000.0000000%","00/00/00","10/31/88","000.0000000%","00/00/00","00/00/00"
"STS","1988","CREEK COUNTY","001.0000000%","01/01/02","00/00/00","000.0000000%","00/00/00","12/31/01","000.0000000%","00/00/00","00/00/00"
"STS","2003","ARAPAHO","003.0000000%","05/01/82","00/00/00","002.0000000%","02/01/78","04/30/82","001.0000000%","01/01/70","01/31/78"
"STS","2004","BUTLER","003.0000000%","06/01/82","00/00/00","002.0000000%","04/01/77","05/31/82","001.0000000%","07/01/69","03/31/77"
"STS","2009","HAMMON - CUSTER COUNTY","003.0000000%","06/01/82","00/00/00","002.0000000%","12/01/77","05/31/82","001.0000000%","10/01/71","11/30/77"
"STS","2011","CLINTON - CUSTER COUNTY","004.0000000%","10/01/11","00/00/00","003.0500000%","04/01/11","09/30/11","004.0000000%","04/01/00","03/31/11"
"STS","2013","CUSTER CITY","004.0000000%","01/01/09","00/00/00","003.0000000%","12/01/83","12/31/08","002.0000000%","05/01/79","11/30/83"
"STS","2015","MOOREWOOD","000.0000000%","00/00/00","00/00/00","000.0000000%","00/00/00","00/00/00","000.0000000%","00/00/00","00/00/00"
"STS","2018","THOMAS","004.0000000%","12/01/91","00/00/00","003.0000000%","11/01/91","11/30/91","004.0000000%","11/01/89","10/31/91"
"STS","2019","WEATHERFORD","004.0000000%","04/01/05","00/00/00","003.0000000%","01/01/89","03/31/05","002.0000000%","07/01/72","12/31/88"
"STS","2088","CUSTER COUNTY","001.0000000%","07/01/07","00/00/00","000.5000000%","10/01/06","06/30/07","001.0000000%","04/01/06","09/30/06"
"STS","2103","BERNICE","003.5000000%","07/01/03","00/00/00","002.0000000%","12/01/76","06/30/03","001.0000000%","06/01/73","11/30/76"
"STS","2105","COLCORD","003.0000000%","06/01/91","00/00/00","002.0000000%","11/01/80","05/31/91","001.0000000%","11/01/69","10/31/80"
"STS","2108","EUCHA","000.0000000%","00/00/00","00/00/00","000.0000000%","00/00/00","00/00/00","000.0000000%","00/00/00","00/00/00"
"STS","2113","GROVE","003.4000000%","07/01/01","00/00/00","003.0000000%","02/01/82","06/30/01","002.0000000%","08/01/81","01/31/82"
"STS","2114","JAY","003.0000000%","02/01/84","00/00/00","001.0000000%","09/01/67","01/31/84","000.0000000%","00/00/00","08/31/67"
"STS","2115","KANSAS","003.0000000%","02/01/92","00/00/00","002.0000000%","03/01/83","01/31/92","001.0000000%","02/01/71","02/28/83"
"STS","2116","KENWOOD","000.0000000%","00/00/00","00/00/00","000.0000000%","00/00/00","00/00/00","000.0000000%","00/00/00","00/00/00"
"STS","2117","LEACH","000.0000000%","00/00/00","00/00/00","000.0000000%","00/00/00","00/00/00","000.0000000%","00/00/00","00/00/00"
"STS","2118","OAKS - DELAWARE COUNTY","003.0000000%","03/01/96","00/00/00","002.0000000%","07/01/83","02/29/96","000.0000000%","00/00/00","06/30/83"
"STS","2119","TWIN OAKS","000.0000000%","00/00/00","00/00/00","000.0000000%","00/00/00","00/00/00","000.0000000%","00/00/00","00/00/00"
"STS","2152","WEST SILOAM SPRINGS","003.7500000%","10/01/09","00/00/00","002.7500000%","07/01/01","09/30/09","001.7500000%","06/01/87","06/30/01"
"STS","2188","DELAWARE COUNTY","001.4000000%","07/01/12","00/00/00","000.9000000%","04/01/07","06/30/12","001.0000000%","07/01/01","03/31/07"
"STS","2204","CAMARGO","004.0000000%","10/01/99","00/00/00","002.0000000%","07/01/80","09/30/99","001.0000000%","12/01/74","06/30/80"
"STS","2205","FAY","000.0000000%","00/00/00","00/00/00","000.0000000%","00/00/00","00/00/00","000.0000000%","00/00/00","00/00/00"
"STS","2206","LEEDEY","003.0000000%","10/01/82","00/00/00","001.0000000%","01/01/72","09/30/82","000.0000000%","00/00/00","12/31/71"
"STS","2208","OAKWOOD","000.0000000%","00/00/00","00/00/00","000.0000000%","00/00/00","00/00/00","000.0000000%","00/00/00","00/00/00"
"STS","2209","PUTNAM","000.0000000%","00/00/00","00/00/00","000.0000000%","00/00/00","00/00/00","000.0000000%","00/00/00","00/00/00"
"STS","2214","SEILING","004.0000000%","04/01/05","00/00/00","003.0000000%","07/01/96","03/31/05","002.0000000%","10/01/76","06/30/96"
"STS","2215","TALOGA","003.0000000%","07/01/79","00/00/00","001.0000000%","01/01/75","06/30/79","000.0000000%","00/00/00","12/31/74"
"STS","2216","VICI","003.0000000%","12/01/88","00/00/00","002.0000000%","05/01/85","11/30/88","003.0000000%","11/01/82","04/30/85"
"STS","2288","DEWEY COUNTY","001.7500000%","04/01/09","00/00/00","001.0000000%","04/01/07","03/31/09","000.5000000%","05/01/98","03/31/07"
"STS","2303","ARNETT","003.0000000%","05/01/81","00/00/00","002.0000000%","10/01/76","04/30/81","000.0000000%","00/00/00","09/30/76"
"STS","2306","FARGO","003.0000000%","08/01/89","00/00/00","002.0000000%","02/01/77","07/31/89","000.0000000%","00/00/00","01/31/77"
"STS","2307","GAGE","003.0000000%","02/01/90","00/00/00","002.0000000%","08/01/76","01/31/90","000.0000000%","00/00/00","07/31/76"
"STS","2309","HARMON","000.0000000%","00/00/00","00/00/00","000.0000000%","00/00/00","00/00/00","000.0000000%","00/00/00","00/00/00"
"STS","2314","SHATTUCK","003.0000000%","12/01/89","00/00/00","002.0000000%","05/01/75","11/30/89","000.0000000%","00/00/00","04/30/75"
"STS","2388","ELLIS COUNTY","002.0000000%","10/01/00","00/00/00","001.0000000%","11/01/92","09/30/00","000.0000000%","00/00/00","10/31/92"
"STS","2403","BISON","000.0000000%","00/00/00","00/00/00","000.0000000%","00/00/00","00/00/00","000.0000000%","00/00/00","00/00/00"
"STS","2404","BRECKENRIDGE","000.0000000%","00/00/00","00/00/00","000.0000000%","00/00/00","00/00/00","000.0000000%","00/00/00","00/00/00"
"STS","2405","CARRIER","000.0000000%","00/00/00","00/00/00","000.0000000%","00/00/00","00/00/00","000.0000000%","00/00/00","00/00/00"
