"CITY & COUNTY RATES & CODES FOR SALES AND USE TAX"
"OKLAHOMA TAX COMMISSION"
"Tax Type","COPO Number","City/County","Current Rate","Effective Date","Expiration Date","Previous Rate","Effective Date","Expiration Date","Previous Rate","Effective Date","Expiration Date"
"STU","4211","GUTHRIE","003.0000000%","01/01/88","00/00/00","000.0000000%","00/00/00","12/31/87","000.0000000%","00/00/00","00/00/00"
"STU","4213","LANGSTON","004.0000000%","10/01/08","00/00/00","000.0000000%","00/00/00","09/30/08","000.0000000%","00/00/00","00/00/00"
"STU","4215","MARSHALL","000.0000000%","00/00/00","00/00/00","000.0000000%","00/00/00","00/00/00","000.0000000%","00/00/00","00/00/00"
"STU","4216","MERIDIAN","000.0000000%","00/00/00","00/00/00","000.0000000%","00/00/00","00/00/00","000.0000000%","00/00/00","00/00/00"
"STU","4217","MULHALL","003.0000000%","03/01/94","00/00/00","000.0000000%","00/00/00","02/28/94","000.0000000%","00/00/00","00/00/00"
"STU","4219","ORLANDO - LOGAN COUNTY","000.0000000%","00/00/00","00/00/00","000.0000000%","00/00/00","00/00/00","000.0000000%","00/00/00","00/00/00"
"STU","4221","OKLAHOMA CITY - LOGAN COUNTY","000.0000000%","07/01/05","00/00/00","003.8750000%","04/01/03","06/30/05","003.3750000%","03/01/03","03/31/03"
"STU","4225","SEWARD","000.0000000%","00/00/00","00/00/00","000.0000000%","00/00/00","00/00/00","000.0000000%","00/00/00","00/00/00"
"STU","4288","LOGAN COUNTY","001.0000000%","11/01/11","00/00/00","001.7500000%","01/01/08","10/31/11","002.0000000%","07/01/05","12/31/07"
"STU","4303","BURNEYVILLE","000.0000000%","00/00/00","00/00/00","000.0000000%","00/00/00","00/00/00","000.0000000%","00/00/00","00/00/00"
"STU","4306","LEON","000.0000000%","00/00/00","00/00/00","000.0000000%","00/00/00","00/00/00","000.0000000%","00/00/00","00/00/00"
"STU","4307","MARIETTA","002.0000000%","01/01/00","00/00/00","000.0000000%","00/00/00","12/31/99","000.0000000%","00/00/00","00/00/00"
"STU","4313","OVERBROOK","000.0000000%","00/00/00","00/00/00","000.0000000%","00/00/00","00/00/00","000.0000000%","00/00/00","00/00/00"
"STU","4314","RUBOTTOM","000.0000000%","00/00/00","00/00/00","000.0000000%","00/00/00","00/00/00","000.0000000%","00/00/00","00/00/00"
"STU","4315","THACKERVILLE","002.0000000%","09/01/98","00/00/00","000.0000000%","00/00/00","08/31/98","000.0000000%","00/00/00","00/00/00"
"STU","4388","LOVE COUNTY","002.0000000%","07/01/01","00/00/00","000.0000000%","00/00/00","06/30/01","000.0000000%","00/00/00","00/00/00"
"STU","4403","BLANCHARD - MCCLAIN COUNTY","004.0000000%","07/01/07","00/00/00","003.0000000%","04/01/06","06/30/07","004.0000000%","11/01/97","03/31/06"
"STU","4404","BYARS","004.0000000%","07/01/11","00/00/00","002.0000000%","01/01/11","06/30/11","000.0000000%","00/00/00","12/31/10"
"STU","4405","DIBBLE","005.0000000%","10/01/06","00/00/00","003.0000000%","07/01/96","09/30/06","000.0000000%","00/00/00","06/30/96"
"STU","4406","NEWCASTLE","004.0000000%","08/01/05","00/00/00","003.5000000%","11/01/97","07/31/05","003.0000000%","12/01/86","10/31/97"
"STU","4407","PURCELL","004.0000000%","10/01/05","00/00/00","003.5000000%","10/01/00","09/30/05","003.0000000%","02/01/87","09/30/00"
"STU","4408","ROSEDALE","000.0000000%","00/00/00","00/00/00","000.0000000%","00/00/00","00/00/00","000.0000000%","00/00/00","00/00/00"
"STU","4409","WASHINGTON","004.0000000%","07/01/09","00/00/00","000.0000000%","00/00/00","06/30/09","000.0000000%","00/00/00","00/00/00"
"STU","4411","GOLDSBY","003.5000000%","10/01/10","00/00/00","002.0000000%","06/01/87","09/30/10","000.0000000%","00/00/00","05/31/87"
"STU","4413","WAYNE","003.5000000%","01/01/07","00/00/00","000.0000000%","00/00/00","12/31/06","000.0000000%","00/00/00","00/00/00"
"STU","4417","COLE","004.0000000%","10/01/11","00/00/00","003.0000000%","07/01/09","09/30/11","000.0000000%","00/00/00","06/30/09"
"STU","4421","OKLAHOMA CITY - MCCLAIN COUNTY","000.0000000%","01/01/93","00/00/00","002.8750000%","09/01/90","12/31/92","002.7500000%","08/01/89","08/31/90"
"STU","4488","MCCLAIN COUNTY","000.5000000%","01/01/07","00/00/00","000.0000000%","07/01/05","12/31/06","000.5000000%","10/01/01","06/30/05"
"STU","4505","BATTIEST","000.0000000%","00/00/00","00/00/00","000.0000000%","00/00/00","00/00/00","000.0000000%","00/00/00","00/00/00"
"STU","4506","BETHEL","000.0000000%","00/00/00","00/00/00","000.0000000%","00/00/00","00/00/00","000.0000000%","00/00/00","00/00/00"
"STU","4508","BROKEN BOW","002.2500000%","10/01/13","00/00/00","002.3750000%","05/01/13","09/30/13","002.5000000%","04/01/05","04/30/13"
"STU","4513","CLEBIT","000.0000000%","00/00/00","00/00/00","000.0000000%","00/00/00","00/00/00","000.0000000%","00/00/00","00/00/00"
"STU","4514","EAGLETOWN","000.0000000%","00/00/00","00/00/00","000.0000000%","00/00/00","00/00/00","000.0000000%","00/00/00","00/00/00"
"STU","4515","GARVIN","000.0000000%","00/00/00","00/00/00","000.0000000%","00/00/00","00/00/00","000.0000000%","00/00/00","00/00/00"
"STU","4516","GOLDEN","000.0000000%","00/00/00","00/00/00","000.0000000%","00/00/00","00/00/00","000.0000000%","00/00/00","00/00/00"
"STU","4519","HARRIS","000.0000000%","00/00/00","00/00/00","000.0000000%","00/00/00","00/00/00","000.0000000%","00/00/00","00/00/00"
"STU","4523","HAWORTH","000.0000000%","00/00/00","00/00/00","000.0000000%","00/00/00","00/00/00","000.0000000%","00/00/00","00/00/00"
"STU","4524","HOCHATOWN","000.0000000%","00/00/00","00/00/00","000.0000000%","00/00/00","00/00/00","000.0000000%","00/00/00","00/00/00"
"STU","4525","IDABEL","003.0000000%","07/01/97","00/00/00","000.0000000%","00/00/00","06/30/97","000.0000000%","00/00/00","00/00/00"
"STU","4526","MILLERTON","003.0000000%","04/01/08","00/00/00","002.0000000%","01/01/97","03/31/08","000.0000000%","00/00/00","12/31/96"
"STU","4528","PICKENS","000.0000000%","00/00/00","00/00/00","000.0000000%","00/00/00","00/00/00","000.0000000%","00/00/00","00/00/00"
"STU","4533","PLUNKETTVILLE","000.0000000%","00/00/00","00/00/00","000.0000000%","00/00/00","00/00/00","000.0000000%","00/00/00","00/00/00"
"STU","4534","RINGOLD","000.0000000%","00/00/00","00/00/00","000.0000000%","00/00/00","00/00/00","000.0000000%","00/00/00","00/00/00"
"STU","4535","RUFE","000.0000000%","00/00/00","00/00/00","000.0000000%","00/00/00","00/00/00","000.0000000%","00/00/00","00/00/00"
"STU","4536","SHERWOOD","000.0000000%","00/00/00","00/00/00","000.0000000%","00/00/00","00/00/00","000.0000000%","00/00/00","00/00/00"
"STU","4538","SMITHVILLE","000.0000000%","00/00/00","00/00/00","000.0000000%","00/00/00","00/00/00","000.0000000%","00/00/00","00/00/00"
"STU","4539","TOM","000.0000000%","00/00/00","00/00/00","000.0000000%","00/00/00","00/00/00","000.0000000%","00/00/00","00/00/00"
"STU","4543","VALLIANT","003.0000000%","10/01/01","00/00/00","000.0000000%","00/00/00","09/30/01","000.0000000%","00/00/00","00/00/00"
"STU","4544","WATSON","000.0000000%","00/00/00","00/00/00","000.0000000%","00/00/00","00/00/00","000.0000000%","00/00/00","00/00/00"
"STU","4545","WRIGHT CITY","003.0000000%","01/01/07","00/00/00","000.0000000%","00/00/00","12/31/06","000.0000000%","00/00/00","00/00/00"
"STU","4546","GLOVER","000.0000000%","00/00/00","00/00/00","000.0000000%","00/00/00","00/00/00","000.0000000%","00/00/00","00/00/00"
"STU","4588","MCCURTAIN COUNTY","001.5000000%","07/01/09","00/00/00","002.0000000%","04/01/09","06/30/09","002.0000000%","04/01/07","03/31/09"
"STU","4603","CHECOTAH","004.0000000%","05/01/96","00/00/00","003.0000000%","08/01/93","04/30/96","000.0000000%","00/00/00","07/31/93"
"STU","4604","EUFAULA","003.5000000%","07/01/02","00/00/00","003.0000000%","06/01/92","06/30/02","000.0000000%","00/00/00","05/31/92"
"STU","4605","FAME","000.0000000%","00/00/00","00/00/00","000.0000000%","00/00/00","00/00/00","000.0000000%","00/00/00","00/00/00"
"STU","4606","HANNA","004.0000000%","07/01/07","00/00/00","003.0000000%","08/01/89","06/30/07","000.0000000%","00/00/00","07/31/89"
"STU","4607","HITCHITA","000.0000000%","00/00/00","00/00/00","000.0000000%","00/00/00","00/00/00","000.0000000%","00/00/00","00/00/00"
"STU","4608","LENNA","000.0000000%","00/00/00","00/00/00","000.0000000%","00/00/00","00/00/00","000.0000000%","00/00/00","00/00/00"
"STU","4609","PIERCE","000.0000000%","00/00/00","00/00/00","000.0000000%","00/00/00","00/00/00","000.0000000%","00/00/00","00/00/00"
"STU","4613","RENTIESVILLE","004.0000000%","10/01/97","00/00/00","000.0000000%","00/00/00","09/30/97","000.0000000%","00/00/00","00/00/00"
"STU","4614","STIDHAM","000.0000000%","00/00/00","00/00/00","000.0000000%","00/00/00","00/00/00","000.0000000%","00/00/00","00/00/00"
"STU","4616","VERNON","000.0000000%","00/00/00","00/00/00","000.0000000%","00/00/00","00/00/00","000.0000000%","00/00/00","00/00/00"
"STU","4688","MCINTOSH COUNTY","002.0000000%","01/01/12","00/00/00","001.5000000%","10/01/06","12/31/11","001.0000000%","07/01/03","09/30/06"
"STU","4703","AMES","003.0000000%","10/01/01","00/00/00","002.0000000%","07/01/01","09/30/01","000.0000000%","00/00/00","06/30/01"
"STU","4704","CHESTER","000.0000000%","00/00/00","00/00/00","000.0000000%","00/00/00","00/00/00","000.0000000%","00/00/00","00/00/00"
"STU","4705","CLEO SPRINGS","000.0000000%","00/00/00","00/00/00","000.0000000%","00/00/00","00/00/00","000.0000000%","00/00/00","00/00/00"
"STU","4706","FAIRVIEW","004.0000000%","10/01/02","00/00/00","003.0000000%","10/01/90","09/30/02","000.0000000%","00/00/00","09/30/90"
"STU","4707","ISABELLA","000.0000000%","00/00/00","00/00/00","000.0000000%","00/00/00","00/00/00","000.0000000%","00/00/00","00/00/00"
"STU","4708","MENO","000.0000000%","00/00/00","00/00/00","000.0000000%","00/00/00","00/00/00","000.0000000%","00/00/00","00/00/00"
"STU","4709","ORIENTA","000.0000000%","00/00/00","00/00/00","000.0000000%","00/00/00","00/00/00","000.0000000%","00/00/00","00/00/00"
"STU","4714","RINGWOOD","003.0000000%","07/01/03","00/00/00","002.0000000%","10/01/02","06/30/03","000.0000000%","00/00/00","09/30/02"
"STU","4788","MAJOR COUNTY","000.2500000%","10/01/05","00/00/00","000.0000000%","00/00/00","09/30/05","000.0000000%","00/00/00","00/00/00"
"STU","4804","CUMBERLAND","000.0000000%","00/00/00","00/00/00","000.0000000%","00/00/00","00/00/00","000.0000000%","00/00/00","00/00/00"
"STU","4805","KINGSTON","003.0000000%","01/01/08","00/00/00","000.0000000%","12/01/79","12/31/07","000.0000000%","00/00/00","11/30/79"
"STU","4806","LEBANON","000.0000000%","00/00/00","00/00/00","000.0000000%","00/00/00","00/00/00","000.0000000%","00/00/00","00/00/00"
"STU","4807","MCMILLAN","000.0000000%","00/00/00","00/00/00","000.0000000%","00/00/00","00/00/00","000.0000000%","00/00/00","00/00/00"
"STU","4808","MADILL","003.0000000%","12/01/89","00/00/00","000.0000000%","00/00/00","11/30/89","000.0000000%","00/00/00","00/00/00"
"STU","4809","OAKLAND","000.0000000%","00/00/00","00/00/00","000.0000000%","00/00/00","00/00/00","000.0000000%","00/00/00","00/00/00"
"STU","4815","WILLIS","000.0000000%","00/00/00","00/00/00","000.0000000%","00/00/00","00/00/00","000.0000000%","00/00/00","00/00/00"
"STU","4816","WOODVILLE","000.0000000%","00/00/00","00/00/00","000.0000000%","00/00/00","00/00/00","000.0000000%","00/00/00","00/00/00"
"STU","4888","MARSHALL COUNTY","001.5000000%","04/01/05","00/00/00","001.0000000%","01/01/01","03/31/05","000.0000000%","00/00/00","12/31/00"
"STU","4903","ADAIR","004.0000000%","07/01/06","00/00/00","003.0000000%","05/01/97","06/30/06","002.0000000%","07/01/89","04/30/97"
"STU","4904","CHOUTEAU","004.0000000%","07/01/07","00/00/00","003.0000000%","08/01/88","06/30/07","000.0000000%","00/00/00","07/31/88"
"STU","4905","LOCUST GROVE","004.0000000%","04/01/13","00/00/00","003.0000000%","12/01/12","03/31/13","004.0000000%","01/01/03","11/30/12"
"STU","4906","MAZIE","000.0000000%","00/00/00","00/00/00","000.0000000%","00/00/00","00/00/00","000.0000000%","00/00/00","00/00/00"
"STU","4909","PRYOR","003.7500000%","07/01/02","00/00/00","003.0000000%","04/01/89","06/30/02","000.0000000%","00/00/00","03/31/89"
"STU","4913","ROSE","000.0000000%","00/00/00","00/00/00","000.0000000%","00/00/00","00/00/00","000.0000000%","00/00/00","00/00/00"
"STU","4914","SALINA","004.0000000%","07/01/94","00/00/00","003.0000000%","11/01/86","06/30/94","000.0000000%","00/00/00","10/31/86"
"STU","4915","SPAVINAW","003.0000000%","09/01/89","00/00/00","000.0000000%","00/00/00","08/31/89","000.0000000%","00/00/00","00/00/00"
"STU","4916","STRANG","000.0000000%","00/00/00","00/00/00","000.0000000%","00/00/00","00/00/00","000.0000000%","00/00/00","00/00/00"
"STU","4919","DISNEY","003.8750000%","07/01/08","00/00/00","000.0000000%","00/00/00","06/30/08","000.0000000%","00/00/00","00/00/00"
"STU","4923","LANGLEY","003.0000000%","07/01/09","00/00/00","000.0000000%","00/00/00","06/30/09","000.0000000%","00/00/00","00/00/00"
"STU","4924","BOATMAN","000.0000000%","00/00/00","00/00/00","000.0000000%","00/00/00","00/00/00","000.0000000%","00/00/00","00/00/00"
"STU","4925","PENSACOLA","000.0000000%","00/00/00","00/00/00","000.0000000%","00/00/00","00/00/00","000.0000000%","00/00/00","00/00/00"
"STU","4926","SPORTSMEN ACRES","000.0000000%","00/00/00","00/00/00","000.0000000%","00/00/00","00/00/00","000.0000000%","00/00/00","00/00/00"
"STU","4988","MAYES COUNTY","001.3750000%","01/01/03","00/00/00","001.1250000%","01/01/02","12/31/02","000.0000000%","00/00/00","12/31/01"
"STU","5003","DAVIS - MURRAY COUNTY","003.0000000%","01/01/09","00/00/00","002.0000000%","04/01/05","12/31/08","000.0000000%","00/00/00","03/31/05"
"STU","5004","DOUGHERTY","000.0000000%","00/00/00","00/00/00","000.0000000%","00/00/00","00/00/00","000.0000000%","00/00/00","00/00/00"
"STU","5005","HICKORY","000.0000000%","00/00/00","00/00/00","000.0000000%","00/00/00","00/00/00","000.0000000%","00/00/00","00/00/00"
"STU","5007","SULPHUR","003.0000000%","10/01/86","00/00/00","000.0000000%","00/00/00","09/30/86","000.0000000%","00/00/00","00/00/00"
"STU","5088","MURRAY COUNTY","002.0000000%","07/01/01","00/00/00","000.0000000%","00/00/00","06/30/01","000.0000000%","00/00/00","00/00/00"
"STU","5103","BOYNTON","002.0000000%","07/01/05","00/00/00","000.0000000%","00/00/00","06/30/05","000.0000000%","00/00/00","00/00/00"
"STU","5104","BRAGGS","000.0000000%","00/00/00","00/00/00","000.0000000%","00/00/00","00/00/00","000.0000000%","00/00/00","00/00/00"
"STU","5105","BRIARTOWN","000.0000000%","00/00/00","00/00/00","000.0000000%","00/00/00","00/00/00","000.0000000%","00/00/00","00/00/00"
"STU","5106","COUNCIL HILL","000.0000000%","00/00/00","00/00/00","000.0000000%","00/00/00","00/00/00","000.0000000%","00/00/00","00/00/00"
"STU","5107","FORT GIBSON-MUSKOGEE COUNTY","004.5000000%","07/01/07","00/00/00","003.2500000%","12/01/92","06/30/07","002.0000000%","07/01/89","11/30/92"
"STU","5108","HASKELL","004.3500000%","04/01/07","00/00/00","003.0000000%","07/01/91","03/31/07","000.0000000%","00/00/00","06/30/91"
"STU","5110","KEEFTON","000.0000000%","00/00/00","00/00/00","000.0000000%","00/00/00","00/00/00","000.0000000%","00/00/00","00/00/00"
"STU","5111","MUSKOGEE","004.0000000%","10/01/09","00/00/00","003.5000000%","01/01/08","09/30/09","004.2500000%","10/01/04","12/31/07"
"STU","5113","OKTAHA","000.0000000%","00/00/00","00/00/00","000.0000000%","00/00/00","00/00/00","000.0000000%","00/00/00","00/00/00"
"STU","5114","PORUM","004.0000000%","07/01/04","00/00/00","000.0000000%","00/00/00","06/30/04","000.0000000%","00/00/00","00/00/00"
"STU","5115","SUMMIT","003.0000000%","04/01/08","00/00/00","000.0000000%","00/00/00","03/31/08","000.0000000%","00/00/00","00/00/00"
"STU","5116","TAFT","000.0000000%","00/00/00","00/00/00","000.0000000%","00/00/00","00/00/00","000.0000000%","00/00/00","00/00/00"
"STU","5117","WAINWRIGHT","000.0000000%","00/00/00","00/00/00","000.0000000%","00/00/00","00/00/00","000.0000000%","00/00/00","00/00/00"
"STU","5118","WARNER","004.0000000%","07/01/07","00/00/00","003.0000000%","07/01/03","06/30/07","000.0000000%","00/00/00","06/30/03"
"STU","5119","WEBBERS FALLS","003.5000000%","07/01/05","00/00/00","000.0000000%","00/00/00","06/30/05","000.0000000%","00/00/00","00/00/00"
"STU","5188","MUSKOGEE COUNTY","000.6500000%","01/01/08","00/00/00","000.1500000%","01/01/07","12/31/07","000.0000000%","00/00/00","12/31/06"
"STU","5203","BILLINGS","004.0000000%","04/01/06","00/00/00","003.0000000%","10/01/03","03/31/06","004.0000000%","10/01/98","09/30/03"
"STU","5206","LUCIEN","000.0000000%","00/00/00","00/00/00","000.0000000%","00/00/00","00/00/00","000.0000000%","00/00/00","00/00/00"
"STU","5207","MARLAND","000.0000000%","00/00/00","00/00/00","000.0000000%","00/00/00","00/00/00","000.0000000%","00/00/00","00/00/00"
"STU","5208","MORRISON","004.0000000%","01/01/08","00/00/00","003.0000000%","10/01/90","12/31/07","000.0000000%","00/00/00","09/30/90"
"STU","5209","PERRY","003.2500000%","01/01/08","00/00/00","002.7500000%","12/01/05","12/31/07","003.2500000%","10/01/02","11/30/05"
"STU","5213","RED ROCK","005.0000000%","01/01/00","00/00/00","000.0000000%","00/00/00","12/31/99","000.0000000%","00/00/00","00/00/00"
"STU","5214","SUMNER","000.0000000%","00/00/00","00/00/00","000.0000000%","00/00/00","00/00/00","000.0000000%","00/00/00","00/00/00"
"STU","5288","NOBLE COUNTY","001.5000000%","10/01/12","00/00/00","001.2500000%","01/01/06","09/30/12","000.5000000%","01/01/03","12/31/05"
"STU","5303","NEW ALLUWE","000.0000000%","00/00/00","00/00/00","000.0000000%","00/00/00","00/00/00","000.0000000%","00/00/00","00/00/00"
"STU","5305","DELAWARE","002.0000000%","04/01/10","00/00/00","000.0000000%","00/00/00","03/31/10","000.0000000%","00/00/00","00/00/00"
"STU","5307","LENAPAH","000.0000000%","00/00/00","00/00/00","000.0000000%","00/00/00","00/00/00","000.0000000%","00/00/00","00/00/00"
"STU","5308","NOWATA","003.0000000%","07/01/02","00/00/00","000.0000000%","00/00/00","06/30/02","000.0000000%","00/00/00","00/00/00"
"STU","5313","SOUTH COFFEYVILLE","002.0000000%","04/01/98","00/00/00","001.0000000%","05/01/90","03/31/98","000.0000000%","00/00/00","04/30/90"
"STU","5314","WANN","000.0000000%","00/00/00","00/00/00","000.0000000%","00/00/00","00/00/00","000.0000000%","00/00/00","00/00/00"
"STU","5388","NOWATA COUNTY","002.0000000%","07/01/08","00/00/00","001.0000000%","04/01/02","06/30/08","000.0000000%","00/00/00","03/31/02"
"STU","5403","BEARDEN","000.0000000%","00/00/00","00/00/00","000.0000000%","00/00/00","00/00/00","000.0000000%","00/00/00","00/00/00"
"STU","5404","BOLEY","000.0000000%","00/00/00","00/00/00","000.0000000%","00/00/00","00/00/00","000.0000000%","00/00/00","00/00/00"
"STU","5405","CASTLE","000.0000000%","00/00/00","00/00/00","000.0000000%","00/00/00","00/00/00","000.0000000%","00/00/00","00/00/00"
"STU","5406","CLEARVIEW","004.0000000%","10/01/97","00/00/00","000.0000000%","00/00/00","09/30/97","000.0000000%","00/00/00","00/00/00"
"STU","5407","MASON","000.0000000%","00/00/00","00/00/00","000.0000000%","00/00/00","00/00/00","000.0000000%","00/00/00","00/00/00"
"STU","5409","OKEMAH","003.5000000%","10/01/03","00/00/00","003.0000000%","11/01/97","09/30/03","000.0000000%","00/00/00","10/31/97"
"STU","5414","PADEN","000.0000000%","00/00/00","00/00/00","000.0000000%","00/00/00","00/00/00","000.0000000%","00/00/00","00/00/00"
"STU","5415","PHAROAH","000.0000000%","00/00/00","00/00/00","000.0000000%","00/00/00","00/00/00","000.0000000%","00/00/00","00/00/00"
"STU","5416","WELEETKA","004.0000000%","04/01/11","00/00/00","003.0000000%","11/01/91","03/31/11","000.0000000%","00/00/00","10/31/91"
"STU","5417","WELTY","000.0000000%","00/00/00","00/00/00","000.0000000%","00/00/00","00/00/00","000.0000000%","00/00/00","00/00/00"
"STU","5488","OKFUSKEE COUNTY","001.2500000%","10/01/01","00/00/00","000.0000000%","00/00/00","09/30/01","000.0000000%","00/00/00","00/00/00"
"STU","5503","ARCADIA","004.0000000%","01/01/12","00/00/00","000.0000000%","00/00/00","12/31/11","000.0000000%","00/00/00","00/00/00"
"STU","5504","BETHANY","004.0000000%","10/01/00","00/00/00","003.0000000%","09/01/90","09/30/00","002.0000000%","05/01/86","08/31/90"
"STU","5505","DEL CITY","003.5000000%","01/01/03","00/00/00","003.0000000%","11/01/93","12/31/02","000.0000000%","00/00/00","10/31/93"
"STU","5506","CHOCTAW","004.2500000%","04/01/11","00/00/00","004.0000000%","07/01/06","03/31/11","003.0000000%","01/01/06","06/30/06"
"STU","5507","EDMOND","003.7500000%","04/01/12","00/00/00","003.2500000%","01/01/01","03/31/12","002.8750000%","11/01/96","12/31/00"
"STU","5508","HARRAH","004.0000000%","10/01/98","00/00/00","003.0000000%","05/01/97","09/30/98","004.0000000%","05/01/96","04/30/97"
"STU","5509","JONES","004.0000000%","10/01/04","00/00/00","003.0000000%","11/01/95","09/30/04","000.0000000%","00/00/00","10/31/95"
"STU","5510","FOREST PARK","000.0000000%","00/00/00","00/00/00","000.0000000%","00/00/00","00/00/00","000.0000000%","00/00/00","00/00/00"
"STU","5511","LAKE ALUMA","000.0000000%","00/00/00","00/00/00","000.0000000%","00/00/00","00/00/00","000.0000000%","00/00/00","00/00/00"
"STU","5513","LUTHER","003.0000000%","04/01/12","00/00/00","000.0000000%","00/00/00","03/31/12","000.0000000%","00/00/00","00/00/00"
"STU","5514","NEWALLA","000.0000000%","00/00/00","00/00/00","000.0000000%","00/00/00","00/00/00","000.0000000%","00/00/00","00/00/00"
"STU","5515","NICOMA PARK","004.0000000%","07/01/04","00/00/00","000.0000000%","00/00/00","06/30/04","000.0000000%","00/00/00","00/00/00"
"STU","5516","NICHOLS HILLS","004.0000000%","05/01/93","00/00/00","003.0000000%","11/01/89","04/30/93","000.0000000%","00/00/00","10/31/89"
"STU","5521","OKLAHOMA CITY - OKLAHOMA COUNT","003.8750000%","04/01/03","00/00/00","003.3750000%","03/01/03","03/31/03","003.8750000%","01/01/02","02/28/03"
"STU","5522","MIDWEST CITY","003.8500000%","01/01/12","00/00/00","003.3000000%","01/01/11","12/31/11","003.3000000%","10/01/04","12/31/10"
"STU","5523","SPENCER","004.0000000%","10/01/94","00/00/00","003.0000000%","11/01/88","09/30/94","002.0000000%","05/01/88","10/31/88"
"STU","5524","WHEATLAND","000.0000000%","00/00/00","00/00/00","000.0000000%","00/00/00","00/00/00","000.0000000%","00/00/00","00/00/00"
"STU","5526","VALLEY BROOK","003.0000000%","02/01/98","00/00/00","000.0000000%","00/00/00","01/31/98","000.0000000%","00/00/00","00/00/00"
"STU","5527","THE VILLAGE","004.0000000%","07/01/01","00/00/00","002.7500000%","07/01/94","06/30/01","003.2500000%","01/01/91","06/30/94"
"STU","5528","WARR ACRES","004.0000000%","04/01/08","00/00/00","003.0000000%","10/01/05","03/31/08","002.0000000%","04/01/87","09/30/05"
"STU","5535","WOODLAWN PARK","000.0000000%","00/00/00","00/00/00","000.0000000%","00/00/00","00/00/00","000.0000000%","00/00/00","00/00/00"
"STU","5588","OKLAHOMA COUNTY","000.0000000%","00/00/00","00/00/00","000.0000000%","00/00/00","00/00/00","000.0000000%","00/00/00","00/00/00"
"STU","5603","BEGGS","004.5000000%","04/01/08","00/00/00","000.0000000%","00/00/00","03/31/08","000.0000000%","00/00/00","00/00/00"
"STU","5606","DEWAR","004.0000000%","07/01/09","00/00/00","000.0000000%","00/00/00","06/30/09","000.0000000%","00/00/00","00/00/00"
"STU","5608","GRAYSON","004.0000000%","10/01/97","00/00/00","000.0000000%","00/00/00","09/30/97","000.0000000%","00/00/00","00/00/00"
"STU","5612","HENRYETTA","004.0000000%","10/01/04","00/00/00","003.0000000%","07/01/04","09/30/04","004.0000000%","11/01/93","06/30/04"
"STU","5613","HOFFMAN","000.0000000%","00/00/00","00/00/00","000.0000000%","00/00/00","00/00/00","000.0000000%","00/00/00","00/00/00"
"STU","5615","MORRIS","004.0000000%","07/01/12","00/00/00","003.0000000%","04/01/07","06/30/12","000.0000000%","00/00/00","03/31/07"
"STU","5621","OKMULGEE","004.0000000%","07/01/01","00/00/00","003.5000000%","06/01/87","06/30/01","003.0000000%","07/01/86","05/31/87"
"STU","5623","PRESTON","000.0000000%","00/00/00","00/00/00","000.0000000%","00/00/00","00/00/00","000.0000000%","00/00/00","00/00/00"
"STU","5624","SCHULTER","000.5000000%","07/01/05","00/00/00","000.0000000%","00/00/00","06/30/05","000.0000000%","00/00/00","00/00/00"
"STU","5688","OKMULGEE COUNTY","001.2500000%","04/01/11","00/00/00","001.0000000%","04/01/05","03/31/11","000.5000000%","07/01/01","03/31/05"
"STU","5701","BARTLESVILLE - OSAGE COUNTY","000.0000000%","00/00/00","00/00/00","000.0000000%","00/00/00","00/00/00","000.0000000%","00/00/00","00/00/00"
"STU","5705","AVANT","000.0000000%","00/00/00","00/00/00","000.0000000%","00/00/00","00/00/00","000.0000000%","00/00/00","00/00/00"
"STU","5706","BARNSDALL","003.0000000%","02/01/97","00/00/00","000.0000000%","00/00/00","01/31/97","000.0000000%","00/00/00","00/00/00"
"STU","5707","BOWRING","000.0000000%","00/00/00","00/00/00","000.0000000%","00/00/00","00/00/00","000.0000000%","00/00/00","00/00/00"
"STU","5708","BURBANK","000.0000000%","00/00/00","00/00/00","000.0000000%","00/00/00","00/00/00","000.0000000%","00/00/00","00/00/00"
"STU","5709","CARTER NINE","000.0000000%","00/00/00","00/00/00","000.0000000%","00/00/00","00/00/00","000.0000000%","00/00/00","00/00/00"
"STU","5715","FAIRFAX","003.0000000%","07/01/11","00/00/00","000.0000000%","00/00/00","06/30/11","000.0000000%","00/00/00","00/00/00"
"STU","5716","FORAKER","000.0000000%","00/00/00","00/00/00","000.0000000%","00/00/00","00/00/00","000.0000000%","00/00/00","00/00/00"
"STU","5717","GRAINOLA","000.0000000%","00/00/00","00/00/00","000.0000000%","00/00/00","00/00/00","000.0000000%","00/00/00","00/00/00"
"STU","5719","HOMINY","003.5000000%","01/01/97","00/00/00","003.0000000%","07/01/92","12/31/96","000.0000000%","00/00/00","06/30/92"
"STU","5722","SAND SPRINGS - OSAGE COUNTY","003.5000000%","06/01/93","00/00/00","003.0000000%","12/01/87","05/31/93","000.0000000%","00/00/00","11/30/87"
"STU","5727","OSAGE","000.0000000%","00/00/00","00/00/00","000.0000000%","00/00/00","00/00/00","000.0000000%","00/00/00","00/00/00"
"STU","5731","PAWHUSKA","003.0000000%","07/01/10","00/00/00","000.0000000%","00/00/00","06/30/10","000.0000000%","00/00/00","00/00/00"
"STU","5735","PRUE","000.0000000%","00/00/00","00/00/00","000.0000000%","00/00/00","00/00/00","000.0000000%","00/00/00","00/00/00"
